epoch,accuracy,loss,val_accuracy,val_loss
0,0.6353290677070618,1.0169848203659058,0.6306930780410767,1.0196919441223145
1,0.6333498358726501,1.009425163269043,0.6356435418128967,0.993257999420166
2,0.6335972547531128,1.0007997751235962,0.6435643434524536,0.9945427775382996
3,0.6553686261177063,0.9796889424324036,0.6693069338798523,0.9879493713378906
4,0.6642751097679138,0.9713667035102844,0.6663366556167603,0.9672521948814392
5,0.6536368131637573,0.9544137716293335,0.6752475500106812,0.9500066637992859
6,0.6642751097679138,0.941728949546814,0.694059431552887,0.9385567903518677
7,0.6719445586204529,0.931898295879364,0.6881188154220581,0.9273841977119446
8,0.6712023615837097,0.9199767708778381,0.6881188154220581,0.9195978045463562
9,0.6694705486297607,0.9086389541625977,0.684158444404602,0.9048817157745361
10,0.669965386390686,0.8970990777015686,0.7029703259468079,0.896072506904602
11,0.6815932989120483,0.8879556059837341,0.6920791864395142,0.8887011408805847
12,0.6892627477645874,0.8828315734863281,0.699999988079071,0.8732999563217163
13,0.691241979598999,0.8707282543182373,0.6910890936851501,0.8736150860786438
14,0.6712023615837097,0.866283655166626,0.696039617061615,0.8555225729942322
15,0.6843146681785583,0.8484136462211609,0.699999988079071,0.8485745787620544
16,0.692973792552948,0.8367714285850525,0.7039604187011719,0.8437185287475586
17,0.68629390001297,0.8341575860977173,0.7079207897186279,0.8276607990264893
18,0.6875309348106384,0.8260480761528015,0.6831682920455933,0.82840895652771
19,0.6860465407371521,0.8180484771728516,0.698019802570343,0.8159852623939514
20,0.6961899995803833,0.805198073387146,0.7079207897186279,0.7994023561477661
21,0.6882731318473816,0.8005538582801819,0.699999988079071,0.7976235151290894
22,0.691241979598999,0.7964957356452942,0.7188118696212769,0.7876039147377014
23,0.7033646702766418,0.7815419435501099,0.698019802570343,0.780672013759613
24,0.6939634084701538,0.7752994894981384,0.7069306969642639,0.7671017050743103
25,0.7001484632492065,0.764411449432373,0.7188118696212769,0.7625969648361206
26,0.7008906602859497,0.7618736028671265,0.7089108824729919,0.7526599764823914
27,0.6942107677459717,0.7530435919761658,0.7049505114555359,0.7480922341346741
28,0.6986640095710754,0.7474935054779053,0.7079207897186279,0.7391849160194397
29,0.6872835159301758,0.7521858215332031,0.7158415913581848,0.7425153851509094
30,0.6961899995803833,0.7416544556617737,0.7049505114555359,0.7470635175704956
31,0.688025712966919,0.7436026334762573,0.7079207897186279,0.7368007302284241
32,0.6991588473320007,0.7514909505844116,0.7326732873916626,0.7191721200942993
33,0.7055913209915161,0.7334575057029724,0.7029703259468079,0.7205545902252197
34,0.7055913209915161,0.7272452712059021,0.7336633801460266,0.7193960547447205
35,0.7137555480003357,0.7157439589500427,0.7217822074890137,0.7118536233901978
36,0.7068282961845398,0.7108441591262817,0.7138614058494568,0.7027090787887573
37,0.7157347798347473,0.7075326442718506,0.7326732873916626,0.7067409157752991
38,0.7167243957519531,0.7118148803710938,0.7376237511634827,0.6910942196846008
39,0.7246412634849548,0.691419243812561,0.7178217768669128,0.6894547939300537
40,0.7191984057426453,0.6923053860664368,0.7376237511634827,0.6859430074691772
41,0.7333003282546997,0.6821416616439819,0.7425742745399475,0.6707878708839417
42,0.7226620316505432,0.6836760640144348,0.7168316841125488,0.6775622367858887
43,0.7149925827980042,0.6888383030891418,0.7376237511634827,0.6688191294670105
44,0.7305788993835449,0.6799224019050598,0.7396039366722107,0.6838356256484985
45,0.7130133509635925,0.6868534088134766,0.7128713130950928,0.6780762672424316
46,0.712518572807312,0.6852961182594299,0.7485148310661316,0.6663308143615723
47,0.7427016496658325,0.6607060432434082,0.7415841817855835,0.6664470434188843
48,0.7342899441719055,0.6706531047821045,0.7386138439178467,0.6618527770042419
49,0.7293419241905212,0.6821108460426331,0.7455445528030396,0.6491329669952393
50,0.7392380237579346,0.6572218537330627,0.7544554471969604,0.6537116765975952
51,0.7451756596565247,0.6537481546401978,0.7425742745399475,0.6607613563537598
52,0.743196427822113,0.6508753895759583,0.7534653544425964,0.6498613357543945
53,0.7402276396751404,0.6434767842292786,0.7574257254600525,0.6418556571006775
54,0.7384957671165466,0.6449358463287354,0.7524752616882324,0.6457242965698242
55,0.7404749989509583,0.643277108669281,0.7584158182144165,0.6334775686264038
56,0.7476496696472168,0.6325571537017822,0.7524752616882324,0.6353405714035034
57,0.7493814826011658,0.6311533451080322,0.7455445528030396,0.6444300413131714
58,0.7451756596565247,0.6491347551345825,0.7564356327056885,0.6330869197845459
59,0.743196427822113,0.6483637094497681,0.7534653544425964,0.6287016868591309
60,0.7538347244262695,0.6296640038490295,0.7603960633277893,0.6265220642089844
61,0.74839186668396,0.6359382271766663,0.7554455399513245,0.6382892727851868
62,0.7528451085090637,0.6309669017791748,0.7475247383117676,0.6249809265136719
63,0.7451756596565247,0.6306458711624146,0.7376237511634827,0.6477915048599243
64,0.7392380237579346,0.6490060687065125,0.7554455399513245,0.6214429140090942
65,0.7513607144355774,0.619844913482666,0.7594059109687805,0.6181172132492065
66,0.753339946269989,0.6212780475616455,0.7613861560821533,0.6128013134002686
67,0.7488867044448853,0.6241401433944702,0.7603960633277893,0.6148341298103333
68,0.7617515921592712,0.6093072891235352,0.7594059109687805,0.6111131310462952
69,0.7553191781044006,0.6112948060035706,0.7633663415908813,0.6094679236412048
70,0.75160813331604,0.6204767227172852,0.7603960633277893,0.6169701814651489
71,0.7461652755737305,0.6198701858520508,0.7514851689338684,0.6098626255989075
72,0.75160813331604,0.6077590584754944,0.7574257254600525,0.6163110136985779
73,0.7575457692146301,0.6060922145843506,0.7485148310661316,0.6247664093971252
74,0.7530925273895264,0.6177388429641724,0.7623762488365173,0.6093970537185669
