epoch,accuracy,loss
0,0.07496289163827896,15.56928825378418
1,0.08213755488395691,13.626480102539062
2,0.08659079670906067,11.856863975524902
3,0.08560118824243546,10.304306983947754
4,0.08139535039663315,8.932637214660645
5,0.07694210857152939,7.743218898773193
6,0.07298367470502853,6.701349258422852
7,0.21919842064380646,5.824573040008545
8,0.24418604373931885,5.084897041320801
9,0.25804057717323303,4.455933570861816
10,0.26744186878204346,3.9069366455078125
11,0.2778327465057373,3.4350123405456543
12,0.28921326994895935,3.029662847518921
13,0.3013359606266022,2.6937997341156006
14,0.2902028560638428,2.4234116077423096
15,0.28500741720199585,2.2290730476379395
16,0.28500741720199585,2.140003204345703
17,0.28500741720199585,2.1178407669067383
18,0.28500741720199585,2.094515323638916
19,0.29985156655311584,2.0706980228424072
20,0.3505690395832062,2.045893430709839
21,0.35601186752319336,2.020651340484619
22,0.3609599173069,1.9953607320785522
23,0.3664027750492096,1.9712557792663574
24,0.37036120891571045,1.9501770734786987
25,0.3733300268650055,1.9308991432189941
26,0.3770410716533661,1.913891077041626
27,0.3795150816440582,1.8969773054122925
28,0.3817417025566101,1.8808714151382446
29,0.383968323469162,1.8655743598937988
30,0.38520535826683044,1.8519974946975708
31,0.3869371712207794,1.8391815423965454
32,0.38941118121147156,1.827034592628479
33,0.3923799991607666,1.8135113716125488
34,0.3946066200733185,1.7995374202728271
35,0.3896585702896118,1.7871726751327515
36,0.3886689841747284,1.7741923332214355
37,0.3876793682575226,1.7611857652664185
38,0.3854527473449707,1.7490451335906982
39,0.3807521164417267,1.7370144128799438
40,0.3765462636947632,1.7249990701675415
41,0.3720930218696594,1.712062120437622
42,0.3691242039203644,1.6990623474121094
43,0.3646709620952606,1.6857523918151855
44,0.35774368047714233,1.6719788312911987
45,0.35502225160598755,1.662879228591919
46,0.35700148344039917,1.6529431343078613
47,0.35873329639434814,1.64394211769104
48,0.35724887251853943,1.635992169380188
49,0.35601186752319336,1.6291301250457764
50,0.3535378575325012,1.6232246160507202
51,0.3540326654911041,1.6176846027374268
52,0.3505690395832062,1.613048791885376
53,0.3473528027534485,1.6091135740280151
54,0.3456209897994995,1.6059157848358154
55,0.3621969223022461,1.603248953819275
56,0.4277585446834564,1.5998353958129883
57,0.4369124174118042,1.5969525575637817
58,0.43765461444854736,1.5942596197128296
59,0.43765461444854736,1.5911505222320557
60,0.43493321537971497,1.588356375694275
61,0.43443840742111206,1.5858948230743408
62,0.43814942240715027,1.5833410024642944
63,0.44309747219085693,1.5809555053710938
64,0.439633846282959,1.5786467790603638
65,0.44186046719551086,1.5756312608718872
66,0.44309747219085693,1.5734047889709473
67,0.4458189010620117,1.5717333555221558
68,0.4485403299331665,1.5695477724075317
69,0.44359228014945984,1.5666637420654297
70,0.43814942240715027,1.5652157068252563
71,0.4406234622001648,1.5624712705612183
72,0.44309747219085693,1.559861183166504
73,0.44507670402526855,1.5578935146331787
74,0.44557151198387146,1.5557602643966675
75,0.44557151198387146,1.5536333322525024
76,0.446066290140152,1.5512899160385132
77,0.4470559060573578,1.5490999221801758
78,0.44928252696990967,1.546960711479187
79,0.4490351378917694,1.5450506210327148
80,0.4502721428871155,1.5433173179626465
81,0.44928252696990967,1.540754795074463
82,0.45472538471221924,1.5388058423995972
83,0.4539831876754761,1.5379753112792969
84,0.45299357175827026,1.534809947013855
85,0.4470559060573578,1.5334678888320923
86,0.44878771901130676,1.5308830738067627
87,0.4537357687950134,1.5284411907196045
88,0.45522019267082214,1.526479959487915
89,0.4569520056247711,1.5248018503189087
90,0.45620980858802795,1.522753119468689
91,0.454477995634079,1.5209306478500366
92,0.4532409608364105,1.5187147855758667
93,0.45670461654663086,1.516526460647583
94,0.45942601561546326,1.5148472785949707
95,0.46264225244522095,1.5133206844329834
96,0.4606630504131317,1.5107146501541138
97,0.45942601561546326,1.5086454153060913
98,0.4576942026615143,1.5064045190811157
99,0.45794162154197693,1.5041559934616089
