epoch,accuracy,loss,val_accuracy,val_loss
0,0.766204833984375,0.5930582284927368,0.7405940890312195,0.6555660963058472
1,0.7632360458374023,0.594953715801239,0.7594059109687805,0.6111887693405151
2,0.7632360458374023,0.5888696312904358,0.7564356327056885,0.5842158198356628
3,0.762741208076477,0.5771557688713074,0.7663366198539734,0.5883979201316833
4,0.7704107165336609,0.5647192597389221,0.7742574214935303,0.5813613533973694
5,0.7723898887634277,0.5659670829772949,0.7712871432304382,0.5732431411743164
6,0.7743691205978394,0.5616697072982788,0.7702970504760742,0.57769775390625
7,0.7666996717453003,0.5576988458633423,0.7712871432304382,0.5685993432998657
8,0.7709054946899414,0.5590227842330933,0.7782177925109863,0.5677230358123779
9,0.7733795046806335,0.5555447340011597,0.7782177925109863,0.5749261975288391
10,0.7738743424415588,0.5572725534439087,0.7732673287391663,0.5614289045333862
11,0.7775853276252747,0.5563968420028687,0.7702970504760742,0.563132643699646
12,0.772884726524353,0.5557500123977661,0.7722772359848022,0.5696958899497986
13,0.7765957713127136,0.5527571439743042,0.7693069577217102,0.5713075995445251
14,0.7758535146713257,0.555764377117157,0.7801980376243591,0.5655436515808105
15,0.7778327465057373,0.5498124957084656,0.7831683158874512,0.5724366307258606
16,0.7825334072113037,0.5490759611129761,0.7841584086418152,0.5616844296455383
17,0.7785749435424805,0.5449513792991638,0.7762376070022583,0.5633785128593445
18,0.7758535146713257,0.5475824475288391,0.7782177925109863,0.5626447796821594
19,0.774616539478302,0.5450479388237,0.7801980376243591,0.5597095489501953
20,0.772884726524353,0.5536169409751892,0.7742574214935303,0.5540359616279602
21,0.7736269235610962,0.5459234714508057,0.7762376070022583,0.5619281530380249
22,0.7845126390457153,0.5475861430168152,0.7762376070022583,0.5569915175437927
23,0.7812963724136353,0.5463442206382751,0.7811881303787231,0.5582529306411743
24,0.7800593972206116,0.5409557223320007,0.7831683158874512,0.555403470993042
25,0.7788223624229431,0.5465691089630127,0.7722772359848022,0.5516886711120605
26,0.7785749435424805,0.5454612970352173,0.7821782231330872,0.5536759495735168
27,0.7795645594596863,0.5564040541648865,0.7752475142478943,0.5596871376037598
28,0.7812963724136353,0.5668333172798157,0.7871286869049072,0.557357132434845
29,0.7671944499015808,0.5880467295646667,0.7742574214935303,0.5683098435401917
30,0.772884726524353,0.5625669360160828,0.7742574214935303,0.5785984992980957
31,0.7832756042480469,0.5433948636054993,0.7722772359848022,0.5792160630226135
32,0.776348352432251,0.5534421801567078,0.7732673287391663,0.5651492476463318
33,0.7773379683494568,0.5554825663566589,0.7792079448699951,0.5716152787208557
34,0.7822859883308411,0.5491434931755066,0.7861385941505432,0.5573543906211853
35,0.7869866490364075,0.5373899936676025,0.7920792102813721,0.5517070889472961
36,0.785749614238739,0.536688506603241,0.7831683158874512,0.5455552935600281
37,0.7835230231285095,0.5327931642532349,0.7732673287391663,0.547733724117279
38,0.7820385694503784,0.5305260419845581,0.7990099191665649,0.5530425310134888
39,0.7869866490364075,0.5352023243904114,0.7772276997566223,0.5471566319465637
40,0.7785749435424805,0.5427313446998596,0.7752475142478943,0.5430024266242981
41,0.78401780128479,0.5317960381507874,0.7841584086418152,0.5597999095916748
42,0.7855022549629211,0.5335349440574646,0.7752475142478943,0.5496602654457092
43,0.7798119783401489,0.5365723371505737,0.7851485013961792,0.5435114502906799
44,0.7842652201652527,0.5343696475028992,0.7930693030357361,0.5494741201400757
45,0.787481427192688,0.5287626385688782,0.7693069577217102,0.5480952262878418
46,0.7783275842666626,0.539899468421936,0.790099024772644,0.5461471080780029
47,0.7953982949256897,0.5352413654327393,0.790099024772644,0.5442698001861572
48,0.7859970331192017,0.5279232263565063,0.7782177925109863,0.5366650819778442
49,0.7877288460731506,0.5257382392883301,0.7940593957901001,0.5394971370697021
50,0.785749614238739,0.5265987515449524,0.7811881303787231,0.5440244078636169
51,0.7879762649536133,0.524932861328125,0.7910891175270081,0.5445463061332703
52,0.7904502749443054,0.5225515961647034,0.7831683158874512,0.5459867119789124
53,0.7783275842666626,0.5317090153694153,0.7841584086418152,0.5418766140937805
54,0.7852548360824585,0.523249626159668,0.7841584086418152,0.5433368682861328
55,0.7859970331192017,0.5285719037055969,0.78910893201828,0.5377181768417358
56,0.7877288460731506,0.5291451215744019,0.7811881303787231,0.5367846488952637
57,0.7859970331192017,0.5231118202209473,0.7851485013961792,0.5355953574180603
58,0.7904502749443054,0.5235060453414917,0.7920792102813721,0.535070538520813
