epoch,accuracy,loss,val_accuracy,val_loss
0,0.7931717038154602,0.5229342579841614,0.7821782231330872,0.5428332090377808
1,0.7929242849349976,0.5170583724975586,0.8089109063148499,0.5191097855567932
2,0.8000989556312561,0.5040779113769531,0.788118839263916,0.5173088312149048
3,0.7973775267601013,0.5067671537399292,0.801980197429657,0.5211940407752991
4,0.7956457138061523,0.5181458592414856,0.805940568447113,0.526810348033905
5,0.8000989556312561,0.5074830651283264,0.7831683158874512,0.52529376745224
6,0.7914398908615112,0.5144311189651489,0.7970296740531921,0.5270823240280151
7,0.8030678033828735,0.5093497633934021,0.800000011920929,0.520767092704773
8,0.803562581539154,0.5014303922653198,0.7970296740531921,0.5131514668464661
9,0.8038100004196167,0.5037761926651001,0.7950494885444641,0.5141969919204712
10,0.8043047785758972,0.4980577528476715,0.7990099191665649,0.5252852439880371
11,0.7953982949256897,0.5091486573219299,0.800000011920929,0.5155386328697205
12,0.7998515367507935,0.5109624266624451,0.7920792102813721,0.5215618014335632
13,0.8008411526679993,0.5018438100814819,0.7970296740531921,0.5396935343742371
14,0.8008411526679993,0.5050276517868042,0.7980198264122009,0.5191075801849365
15,0.7993567585945129,0.5048083066940308,0.7980198264122009,0.5091642737388611
16,0.7983671426773071,0.49895980954170227,0.805940568447113,0.5160591006278992
17,0.8020781874656677,0.49957722425460815,0.7871286869049072,0.5279933214187622
18,0.7911924719810486,0.509608268737793,0.804950475692749,0.5155770182609558
19,0.8072736263275146,0.5003675222396851,0.8069307208061218,0.5123894214630127
20,0.8043047785758972,0.5030961632728577,0.800990104675293,0.5044618844985962
21,0.8023256063461304,0.49699991941452026,0.7940593957901001,0.519284188747406
22,0.7944086790084839,0.5014082789421082,0.8089109063148499,0.5112683773040771
23,0.8040574193000793,0.5033382773399353,0.7940593957901001,0.5149439573287964
24,0.7882236242294312,0.5252988934516907,0.8138613700866699,0.5174964070320129
25,0.8005937933921814,0.5298511385917664,0.802970290184021,0.5229219794273376
26,0.7939139008522034,0.51894611120224,0.790099024772644,0.5435195565223694
27,0.7996041774749756,0.526137113571167,0.800000011920929,0.5285212993621826
28,0.7986145615577698,0.5088314414024353,0.7930693030357361,0.5165449976921082
29,0.7996041774749756,0.5089394450187683,0.8089109063148499,0.5046667456626892
30,0.8043047785758972,0.50578373670578,0.7910891175270081,0.528059720993042
31,0.7966353297233582,0.5055895447731018,0.7990099191665649,0.5189228653907776
32,0.8008411526679993,0.4986174404621124,0.803960382938385,0.5132600665092468
33,0.805294394493103,0.49368709325790405,0.803960382938385,0.510033905506134
34,0.8057892322540283,0.4918754994869232,0.802970290184021,0.5147372484207153
35,0.8057892322540283,0.4947758913040161,0.7990099191665649,0.5099433064460754
36,0.8065314292907715,0.49188461899757385,0.8138613700866699,0.5165001749992371
37,0.8043047785758972,0.5224770307540894,0.7990099191665649,0.5081696510314941
38,0.8018307685852051,0.49461615085601807,0.8079208135604858,0.5174025893211365
39,0.808758020401001,0.49527707695961,0.8198019862174988,0.4977929890155792
40,0.8109846711158752,0.49090635776519775,0.805940568447113,0.5045488476753235
41,0.8038100004196167,0.49193572998046875,0.8207920789718628,0.5228728652000427
42,0.8097476363182068,0.4941483438014984,0.8108910918235779,0.5004881620407104
43,0.8082632422447205,0.4923316538333893,0.8099009990692139,0.49786701798439026
44,0.8085106611251831,0.4881664216518402,0.8128712773323059,0.5047409534454346
45,0.8097476363182068,0.48911532759666443,0.7990099191665649,0.5032227635383606
46,0.8055418133735657,0.48974373936653137,0.8069307208061218,0.49371764063835144
47,0.8097476363182068,0.48593878746032715,0.8128712773323059,0.5028010606765747
48,0.8107372522354126,0.49545836448669434,0.8089109063148499,0.5215958952903748
49,0.8109846711158752,0.5091422200202942,0.8118811845779419,0.5107906460762024
50,0.807026207447052,0.5132875442504883,0.8118811845779419,0.5010548233985901
51,0.8082632422447205,0.5087758302688599,0.801980197429657,0.5052202343940735
52,0.7949035167694092,0.5309707522392273,0.8138613700866699,0.4934174418449402
53,0.8060365915298462,0.5079167485237122,0.8188118934631348,0.501554012298584
54,0.8122216463088989,0.48336705565452576,0.7970296740531921,0.5150134563446045
55,0.8065314292907715,0.4914293885231018,0.8198019862174988,0.5032082200050354
56,0.8082632422447205,0.4991942048072815,0.8089109063148499,0.49343541264533997
57,0.807026207447052,0.48374637961387634,0.8178218007087708,0.49513500928878784
58,0.8179119229316711,0.48037633299827576,0.8247524499893188,0.4909188747406006
59,0.8144482970237732,0.4871922731399536,0.8168317079544067,0.4934532642364502
60,0.8117268681526184,0.48387888073921204,0.8138613700866699,0.5097818970680237
61,0.8122216463088989,0.48881593346595764,0.804950475692749,0.5210310220718384
62,0.8038100004196167,0.508010983467102,0.8217821717262268,0.4861060380935669
63,0.8124690651893616,0.49074941873550415,0.8227722644805908,0.49076634645462036
64,0.8134586811065674,0.4811587929725647,0.8089109063148499,0.4929952621459961
65,0.8082632422447205,0.48220542073249817,0.8188118934631348,0.48783525824546814
66,0.8139534592628479,0.48369210958480835,0.8198019862174988,0.4870070815086365
67,0.8102424740791321,0.4888134300708771,0.8227722644805908,0.4918345808982849
68,0.815437912940979,0.4800213873386383,0.802970290184021,0.5029886364936829
69,0.8159326910972595,0.4794798493385315,0.8267326951026917,0.48775631189346313
70,0.8151904940605164,0.4806968867778778,0.8247524499893188,0.48572635650634766
71,0.8124690651893616,0.4790937900543213,0.8178218007087708,0.4892061948776245
72,0.817169725894928,0.47728633880615234,0.8287128806114197,0.4913942813873291
73,0.8218703866004944,0.477729856967926,0.804950475692749,0.49746280908584595
74,0.8090054392814636,0.4947638213634491,0.8207920789718628,0.48177793622016907
75,0.8181593418121338,0.4804355204105377,0.8267326951026917,0.4865816831588745
76,0.8139534592628479,0.4943614602088928,0.8198019862174988,0.4906231462955475
77,0.8176645040512085,0.480637788772583,0.8178218007087708,0.48664915561676025
78,0.8097476363182068,0.4920673072338104,0.8257426023483276,0.5048831701278687
79,0.8112320899963379,0.49849316477775574,0.8237623572349548,0.48732587695121765
80,0.8142008781433105,0.4842003881931305,0.8227722644805908,0.4784398078918457
81,0.8181593418121338,0.47104087471961975,0.8336633443832397,0.4825819730758667
82,0.8191489577293396,0.47156479954719543,0.8118811845779419,0.4817400872707367
83,0.8149430751800537,0.4695074260234833,0.8316831588745117,0.48293110728263855
84,0.815437912940979,0.4757857024669647,0.8257426023483276,0.47925901412963867
85,0.8151904940605164,0.46912917494773865,0.8138613700866699,0.4872429072856903
86,0.8191489577293396,0.4745583236217499,0.8168317079544067,0.4903164207935333
87,0.8213755488395691,0.4781658947467804,0.8267326951026917,0.47596749663352966
88,0.8149430751800537,0.47788769006729126,0.8178218007087708,0.4719257056713104
89,0.8181593418121338,0.46938544511795044,0.8198019862174988,0.4876687228679657
90,0.8161801099777222,0.4801204204559326,0.8128712773323059,0.4835095703601837
91,0.8127164840698242,0.48008692264556885,0.8217821717262268,0.48427194356918335
92,0.8038100004196167,0.5079313516616821,0.8138613700866699,0.484878271818161
93,0.8122216463088989,0.4798840880393982,0.8267326951026917,0.4872637391090393
94,0.8144482970237732,0.494597464799881,0.8108910918235779,0.49432840943336487
95,0.8221177458763123,0.47279319167137146,0.8306930661201477,0.4810680150985718
96,0.8169223070144653,0.4724670946598053,0.8108910918235779,0.47579509019851685
97,0.8193963170051575,0.47022780776023865,0.8306930661201477,0.4765808880329132
98,0.8231073617935181,0.46972084045410156,0.8168317079544067,0.48733943700790405
99,0.8149430751800537,0.47554123401641846,0.8227722644805908,0.47672757506370544
