epoch,accuracy,loss
0,0.8186333179473877,1.6303937435150146
1,0.9495000243186951,0.8551161885261536
2,0.963533341884613,0.6881393194198608
3,0.9724000096321106,0.5886949896812439
4,0.9741166830062866,0.530031144618988
5,0.9790166616439819,0.47385871410369873
6,0.9795666933059692,0.43817242980003357
7,0.9820833206176758,0.40434545278549194
8,0.9838666915893555,0.37650513648986816
9,0.9851499795913696,0.35161951184272766
10,0.9869833588600159,0.32772600650787354
11,0.9862333536148071,0.31318753957748413
12,0.9863666892051697,0.29943838715553284
13,0.9867833256721497,0.2868274748325348
14,0.9887333512306213,0.2687704563140869
15,0.9882500171661377,0.2592603862285614
16,0.9906499981880188,0.24415525794029236
17,0.9898666739463806,0.2362821102142334
18,0.9891666769981384,0.23217394948005676
19,0.9904666543006897,0.22238139808177948
20,0.9907166957855225,0.2130221724510193
21,0.989216685295105,0.21332938969135284
22,0.9906333088874817,0.20436015725135803
23,0.9915500283241272,0.19553427398204803
24,0.9921000003814697,0.18812456727027893
25,0.9927666783332825,0.18225117027759552
26,0.9922500252723694,0.17744027078151703
27,0.9928333163261414,0.17234614491462708
28,0.9929500222206116,0.16766266524791718
29,0.9932666420936584,0.1639646738767624
30,0.9923166632652283,0.16451945900917053
31,0.9926333427429199,0.159053772687912
32,0.993316650390625,0.15527985990047455
33,0.9930166602134705,0.15235552191734314
34,0.992983341217041,0.1505773812532425
35,0.9938333630561829,0.14608100056648254
36,0.9926499724388123,0.1472548544406891
37,0.9936666488647461,0.1417040377855301
38,0.9958000183105469,0.13398846983909607
39,0.9954000115394592,0.13150586187839508
40,0.9952333569526672,0.13031132519245148
41,0.9940000176429749,0.13236737251281738
42,0.9912499785423279,0.13940560817718506
43,0.9943000078201294,0.12932127714157104
44,0.9953666925430298,0.12465942651033401
45,0.9945666790008545,0.12546218931674957
46,0.9943833351135254,0.1256742626428604
47,0.9954833388328552,0.12123001366853714
48,0.9952666759490967,0.11994687467813492
49,0.9957666397094727,0.11744299530982971
